Juan Roman Riquelme,89,181000
Alan Shearer,87,154000
Paolo Maldini,88,705000
Kaka,89,521000
Javier Zanetti,88,298000
Christian Vieri,86,147000
Juan Roman Riquelme,91,345000
Andriy Shevchenko,91,434000
Jari Litmanen,88,154000
Roberto Baggio,89,327000
George Best,90,1095000
Rivaldo,90,419000
Jari Litmanen,85,149000
Luis Hernandez,87,316000
Robert Pires,88,158000
Paul Scholes,89,190000
Hugo Sanchez,87,258000
Javier Zanetti,87,344000
David Beckham,87,892000
Pavel Nedved,89,353000
Rui Costa,90,307000
Marco Van Basten,91,191000
Gianluca Zambrotta,86,511000
Michael Laudrup,85,156000
Laurent Blanc,89,624000
Alessandro Nesta,92,364000
Michael Owen,91,470000
Frank Lampard,90,442000
Raul,88,261000
Ruud Van Nistelrooy,86,141000
Kaka,87,543000
Petr Cech,88,298000
Lev Yashin,94,703000
Xavi,88,362000
Roberto Baggio,91,421000
Gheorghe Hagi,85,207000
Fernando Hierro,89,208000
Gary Lineker,89,269000
Dennis Bergkamp,90,362000
Sol Campbell,87,538000
Sol Campbell,89,642000
Ryan Giggs,92,334000
Garrincha,94,2303000
Bastian Schweinsteiger,91,840000
Emilio Butragueno,87,633000
Gianfranco Zola,87,393000
Michael Essien,85,742000
Ronaldinho,89,1199000
Gheorghe Hagi,91,388000
Alan Shearer,91,257000
David Beckham,92,790000
Raul,86,152000
Hugo Sanchez,89,362000
Luis Figo,92,941000
Marcel Desailly,91,1198000
Puyol,90,345000
John Barnes,86,217000
Eric Cantona,90,1345000
Jay-Jay Okocha,87,180000
Robert Pires,91,262000
Deco,85,149000
Rivaldo,87,330000
Miroslav Klose,91,326000
Ryan Giggs,89,160000
Samuel Eto'O,90,1563000
Fernando Torres,85,317000
Garrincha,92,1266000
Carlos Alberto Torres,87,864000
Carlos Alberto Torres,93,1246000
Roy Keane,90,371000
Filippo Inzaghi,85,149000
Roy Keane,88,271000
Pep Guardiola,87,240000
Franco Baresi,88,194000
Phillip Lahm,91,826000
Nemanja Vidic,88,275000
Fabio Cannavaro,87,714000
Ian Wright,87,159000
Diego Maradona,91,1820000
Ronald Koeman,91,567000
Paolo Maldini,92,1466000
David Trezeguet,91,244000
Bobby Moore,87,184000
Peter Schmeichel,92,419000
Franco Baresi,91,265000
Ian Rush,91,313000
Rio Ferdinand,88,708000
Petr Cech,91,491000
Ferenc Puskas,92,1820000
Andriy Shevchenko,86,225000
Gennaro Gattuso,85,263000
Ian Wright,85,189000
Michael Essien,87,466000
Bobby Moore,92,309000
Roberto Carlos,86,559000
Luis Figo,90,610000
Ashley Cole,87,283000
Steven Gerrard,86,326000
Juan Roman Riquelme,87,154000
Lothar Matthaus,88,968000
Michael Essien,90,1385000
Marc Overmars,88,260000
Pep Guardiola,90,480000
Samuel Eto'O,87,1447000
Rui Costa,85,140000
John Barnes,87,172000
Andriy Shevchenko,88,173000
Alessandro Del Piero,92,637000
Ashley Cole,85,380000
Fabio Cannavaro,89,353000
Bastian Schweinsteiger,87,265000
Hidetoshi Nakata,85,150000
Edwin Van Der Sar,87,375000
Michael Ballack,91,964000
Alessandro Nesta,90,240000
Puyol,92,389000
Christian Vieri,88,144000
Gennaro Gattuso,87,221000
Nemanja Vidic,90,699000
Ferenc Puskas,89,1607000
Thierry Henry,93,1793000
Michael Ballack,89,520000
Frank Lampard,88,172000
Davor Suker,87,278000
Michael Owen,88,270000
Edwin Van Der Sar,89,443000
