Juan Cuadrado,84,"163,000"
Hugo Mallo,82,"31,000"
Michael Keane,82,"21,000"
James Tavernier,84,"39,000"
Vladimir Coufal,82,"35,000"
Deian Sorescu,78,"12,000"
Joakim Maehle,81,"14,000"
Marcel Halstenberg,84,"35,000"
Jeppe Tverskov,77,"13,000"
Kieran Trippier,85,"44,000"
Ismael Traore,81,"14,000"
James Tavernier,81,"23,000"
Dedryck Boyata,81,"19,000"
Ibrahima Konate,82,"23,000"
Martin Hinteregger,83,"29,000"
Jose Fonte,82,"32,000"
Raphael Guerreiro,86,"43,000"
Marius Willsch,75,"14,000"
Hamari Traore,82,"21,000"
Thiago Silva,86,"54,000"
Jules Kounde,82,"60,000"
Pablo,82,"12,000"
Ruben Aguilar,82,"19,000"
Jason Denayer,82,"21,000"
Jan Bednarek,81,"22,000"
Alessandro Florenzi,84,"35,000"
Damien Da Silva,81,"13,000"
Jose Luis Palomino,81,"17,000"
Joffrey Cuffaut,76,"11,000"
Lucas Digne,86,"61,000"
Mats Hummels,87,"59,000"
Mattias Bjarsmyr,77,"11,000"
Gabriel,82,"29,000"
Denzel Dumfries,82,"30,000"
Connor Goldson,79,"18,000"
Ricardo Esgaio,82,"29,000"
Angelo Ogbonna,81,"22,000"
Benjamin Mendy,84,"59,000"
Arbilla,81,"29,000"
Marcelo,81,"23,000"
Sergi Roberto,85,"42,000"
Matthias Ginter,84,"36,000"
Berat Djimsiti,81,"20,000"
Jordan Amavi,82,"20,000"
Felix Uduokhai,81,"21,000"
Alessio Romagnoli,85,"53,000"
Mario Rui,82,"31,000"
Thomas Delaney,84,"30,000"
Ben Chilwell,84,"41,000"
Chris Smalling,82,"23,000"
Lucas Torreira,85,"66,000"
Alexandr Golovin,83,"18,000"
Alex Telles,84,"55,000"
Alessandro Florenzi,84,"23,000"
Nelson Semedo,83,"57,000"
Nathan Ake,79,"21,000"
Grimaldo,87,"44,000"
Bruno Peres,84,"169,000"
Denzel Dumfries,83,"45,000"
Hassane Kamara,83,"34,000"
Ike Opara,82,"51,000"
Trent Alexander-Arnold,88,"144,000"
Francesco Acerbi,85,"19,000"
Nico Elvedi,82,"12,000"
Jonathan Levi,76,"13,000"
Akihiro Ienaga,79,"13,000"
Serge Gnabry,86,"48,000"
Pierre Lees-Melou,82,"23,000"
Philip Zinckernagel,79,"13,000"
Cristian Tello,82,"24,000"
Lucas Paqueta,81,"23,000"
Christian Eriksen,86,"40,000"
Raphael Holzhauser,78,"13,000"
Iniesta,84,"30,000"
Achraf Hakimi,85,"41,000"
Toni Kroos,89,"70,000"
Jonathan Bamba,82,"28,000"
Florian Neuhaus,82,"22,000"
Petros Mantalos,81,"11,000"
Kamil Grosicki,80,"31,000"
Thomas Partey,86,"76,000"
Otavio,83,"35,000"
Luis Alberto,86,"47,000"
Thomas Muller,87,"48,000"
Lukasz Tralka,76,"17,000"
Matheus Cunha,82,"21,000"
Kota Mizunuma,77,"12,000"
Jack Grealish,83,"25,000"
Hakim Ziyech,86,"44,000"
Antony,82,"22,000"
Parejo,86,"51,000"
Emanuel Reynoso,80,"13,000"
Paulinho,85,"33,000"
Enis Bardhi,82,"28,000"
Julian Baumgartlinger,81,"14,000"
Rai Vloet,75,"12,000"
Martin Odegaard,85,"47,000"
Alejandro Gomez,87,"83,000"
Andre Ayew,81,"13,000"
Domenico Berardi,83,"29,000"
Ellyes Skhiri,81,"17,000"
Dimitri Petratos,77,"13,000"
Lorenzo Insigne,86,"59,000"
Andre Carrillo,82,"24,000"
Sergej Milinkovic-Savic,87,"56,000"
Raphinha,84,"86,000"
Dani Olmo,84,"36,000"
Pierre-Emile Hojbjerg,83,"34,000"
Tobias Kempe,78,"22,000"
Nikola Vlasic,83,"25,000"
Rodrigo Javier De Paul,81,"21,000"
Diadie Samassekou,81,"17,000"
Kenta Nishizawa,75,"13,000"
Marcus Harness,75,"13,000"
Arturo Vidal,85,"35,000"
Fabian,84,"36,000"
Diego Perotti,82,"23,000"
Rafinha,82,"23,000"
Karl Toko-Ekambi,82,"21,000"
David Silva,87,"57,000"
Jonathan Bamba,84,"68,000"
Pedro Goncalves,81,"23,000"
Fernando,85,"55,000"
Davy Klaassen,81,"13,000"
Marco Mancosu,79,"11,000"
Hirving Lozano,83,"44,000"
Dani Olmo,82,"22,000"
Alexander Ring,80,"19,000"
Riyad Mahrez,86,"82,000"
Yaw Yeboah,76,"13,000"
Magnus Wolff Eikrem,81,"14,000"
Carlos Soler,82,"32,000"
James Rodriguez,84,"36,000"
Ansu Fati,81,"21,000"
Jarrod Bowen,81,"24,000"
Theo Bongonda,80,"12,000"
Joaquin,83,"46,000"
Maximilian Arnold,82,"20,000"
Yannick Carrasco,84,"36,000"
Antoine Griezmann,88,"115,000"
Carlos Soler,84,"33,000"
Oscar Plano,81,"22,000"
Jesus Corona,86,"51,000"
Joao Pedro,82,"28,000"
James Ward-Prowse,82,"30,000"
Mohamed Elyounoussi,81,"13,000"
Davidson,81,"17,000"
Mislav Orsic,81,"13,000"
Oyarzabal,86,"59,000"
Mohammed Kudus,81,"13,000"
Nani,84,"30,000"
Ricardo Rodriguez,83,"18,000"
Salif Sane,83,"19,000"
Dominik Szoboszlai,81,"17,000"
Juraj Kucka,81,"20,000"
Lucas Zelarayan,81,"13,000"
Thomas Partey,86,"77,000"
Achraf Hakimi,86,"40,000"
Hakim Ziyech,86,"52,000"
Arturo Vidal,85,"39,000"
Gareth Bale,83,"46,000"
Ferran Torres,81,"30,000"
Donny Van De Beek,83,"30,000"
Allan,83,"33,000"
Thiago,85,"53,000"
Arthur,84,"13,000"
Martin Odegaard,85,"28,000"
David Silva,89,"110,000"
Carlos Vela,87,"79,000"
Cesc Fabregas,87,"67,000"
Oscar,86,"67,000"
Julian Draxler,85,"55,000"
Ivan Perisic,84,"30,000"
Morgan Sanson,82,"16,000"
Moussa Diaby,86,"135,000"
Taison,84,"38,000"
Takefusa Kubo,84,"21,000"
Lucas Ocampos,85,"81,000"
Manuel Lazzari,84,"23,000"
Benjamin Andre,83,"30,000"
Daniel Podence,83,"58,000"
Hakan Calhanoglu,83,"43,000"
Nicolas Pepe,84,"52,000"
Sekou Gassama,76,"13,000"
Memphis Depay,86,"80,000"
Omar Al Soma,81,"18,000"
Leonardo Mancuso,78,"11,000"
Francesco Caputo,82,"24,000"
Yusuf Yazici,81,"13,000"
Romelu Lukaku,86,"46,000"
Angel,82,"30,000"
Dario Benedetto,82,"17,000"
Henrikh Mkhitaryan,83,"36,000"
Mario Gavranovic,76,"13,000"
Boulaye Dia,79,"13,000"
Mickael Le Bihan,78,"11,000"
Olivier Giroud,82,"24,000"
Stanislav Iljutcenko,78,"17,000"
Emil Forsberg,82,"21,000"
Joao Felix,84,"86,000"
Adrian Mierzejewski,81,"17,000"
Gylfi Sigurdsson,82,"25,000"
Sascha Molders,75,"13,000"
Niclas Fullkrug,81,"18,000"
Ludovic Ajorque,81,"18,000"
Felipe Mora,79,"13,000"
Youssef El Arabi,84,"23,000"
Mbaye Diagne,80,"12,000"
Zlatan Ibrahimovic,85,"42,000"
Callum Wilson,82,"22,000"
Wout Weghorst,84,"46,000"
Lucas Alario,81,"17,000"
Jean-Philippe Mateta,81,"17,000"
Ollie Watkins,81,"17,000"
Victor Osimhen,82,"18,000"
Iago Aspas,86,"46,000"
Michy Batshuayi,82,"28,000"
Shon Weissman,81,"13,000"
Danny Ings,83,"30,000"
Adam Taggart,78,"20,000"
Valentin Castellanos,75,"11,000"
Erling Haaland,87,"99,000"
Andy Delort,82,"17,000"
Ollie Watkins,84,"64,000"
Andrei Cristea,75,"17,000"
Max Kruse,84,"35,000"
Sergio Santos,76,"13,000"
Henrikh Mkhitaryan,85,"34,000"
Kevin Volland,84,"35,000"
Karim Benzema,90,"75,000"
Shun Nagasawa,76,"13,000"
Roman Yaremchuk,81,"12,000"
Jean-Pierre Nsame,82,"17,000"
Youssef El Arabi,82,"17,000"
Gervinho,82,"20,000"
Sergej Milinkovic-Savic,86,"39,000"
Jonson Clarke-Harris,76,"11,000"
Lautaro Martinez,86,"85,000"
Ibrahima Niane,78,"17,000"
Luis Suarez,88,"57,000"
Patrick Bamford,78,"13,000"
Erling Haaland,86,"73,000"
Jakov Puljic,75,"11,000"
Andrea Belotti,83,"38,000"
Camilo,79,"20,000"
Harry Kane,89,"87,000"
Krzysztof Piatek,82,"17,000"
Alhaji Kamara,75,"11,000"
Alex Teixeira,82,"46,000"
Goran Pandev,79,"18,000"
Emmanuel Gigliotti,79,"14,000"
Lassina Traore,76,"14,000"
Luis Suarez,89,"81,000"
Victor Osimhen,82,"13,000"
Rodrigo,82,"43,000"
Jonathan David,77,"13,000"
Falcao,87,"66,000"
Mauro Icardi,87,"37,000"
Luis Muriel,84,"66,000"
Dusan Tadic,85,"17,000"
Morata,84,"19,000"
Diogo Jota,83,"64,000"
Yusuf Yazici,84,"13,000"
Ante Rebic,84,"121,000"
Joao Cancelo,86,"226,000"
Lorenzo Insigne,87,"140,000"
Julian Brandt,87,"115,000"
Mateusz Szwoch,75,"13,000"
Per Egil Flo,76,"13,000"
Pascal Testroet,77,"11,000"
Fedor Chalov,80,"12,000"
Constantin Budescu,81,"12,000"
Andre Silva,82,"17,000"
Teun Koopmeiners,82,"17,000"
Domagoj Vida,82,"13,000"
Yerry Mina,82,"22,000"
Scott Mctominay,82,"25,000"
Lars Stindl,83,"29,000"
Presnel Kimpembe,84,"90,000"
Gerard Moreno,85,"46,000"
Josip Ilicic,86,"45,000"
Morata,86,"44,000"
Jordan Henderson,87,"95,000"
Luis Suarez,89,"67,000"
Karim Benzema,91,"83,000"
Robert Lewandowski,92,"123,000"
Martin Hinteregger,86,"35,000"
Jordan Amavi,84,"18,000"
Henrikh Mkhitaryan,87,"61,000"
Oyarzabal,87,"43,000"
Marco Verratti,88,"107,000"
Thorgan Hazard,86,"162,000"
Alejandro Gomez,88,"164,000"
Erling Haaland,88,"166,000"
Diego Carlos,85,"147,000"
Theo Hernandez,85,"203,000"
Theo Hernandez,83,"113,000"
Dayot Upamecano,82,"71,000"
Raheem Sterling,89,"181,000"
Giorgio Chiellini,89,"253,000"
Robin Gosens,85,"125,000"
Alex Moreno,84,"51,000"
Joao Cancelo,85,"82,000"
Lautaro Martinez,87,"144,000"
Casemiro,90,"116,000"
Yannick Carrasco,86,"140,000"
Clement Lenglet,86,"133,000"
Jason Denayer,84,"36,000"
Omar Al Soma,84,"18,000"
Armando Izzo,82,"17,000"
Ruben Garcia,82,"23,000"
Hakan Calhanoglu,82,"17,000"
Romain Saiss,82,"24,000"
Luis Muriel,82,"21,000"
Martin Caceres,81,"17,000"
Bukayo Saka,81,"25,000"
Odsonne Edouard,81,"13,000"
Bryan Linssen,80,"13,000"
Lorenzo Melgarejo,79,"12,000"
Sergi Canos,78,"12,000"
Wilfried Zaha,86,"142,000"
Wilfried Zaha,85,"99,000"
Juan Cuadrado,84,"213,000"
Patrick Van Aanholt,83,"170,000"
Romelu Lukaku,87,"162,000"
Marcos Llorente,84,"121,000"
Danny Ings,85,"34,000"
Karl Toko-Ekambi,84,"34,000"
Rafinha,84,"33,000"
Hirving Lozano,86,"167,000"
Hirving Lozano,85,"84,000"
Joshua Kimmich,89,"108,000"
Joshua Kimmich,90,"203,000"
Iago Aspas,87,"51,000"
Romelu Lukaku,87,"66,000"
Duvan Zapata,85,"30,000"
Tomas Soucek,84,"23,000"
Piotr Zielinski,83,"21,000"
Lucas Vazquez,83,"21,000"
Morales,82,"21,000"
Kieran Tierney,82,"77,000"
Manuel Akanji,82,"29,000"
Baptiste Santamaria,82,"17,000"
Sergio Oliveira,82,"17,000"
Ben Mee,82,"21,000"
Tim Leibold,81,"13,000"
Amin Younes,81,"17,000"
Caio,79,"11,000"
Carlos Strandberg,78,"11,000"
Josh Ruffels,76,"13,000"
Jamie Vardy,88,"231,000"
Jamie Vardy,87,"153,000"
Jadon Sancho,88,"304,000"
Portu,86,"184,000"
Ihlas Bebou,83,"155,000"
Manuel Akanji,84,"190,000"
Alex Teixeira,83,"65,000"
Jose Maria Gimenez,86,"144,000"
Federico Valverde,85,"148,000"
Timo Werner,86,"167,000"
Leroy Sane,85,"116,000"
Sergio Ramos,90,"150,000"
Roberto Firmino,88,"149,000"
Fabinho,88,"208,000"
Karim Benzema,93,"176,000"
Antoine Griezmann,89,"176,000"
Parejo,87,"49,000"
Memphis Depay,87,"143,000"
Achraf Hakimi,86,"43,000"
Marco Reus,86,"108,000"
Kevin Volland,86,"37,000"
Martin Hinteregger,85,"33,000"
Gaya,85,"36,000"
Eran Zahavi,84,"18,000"
Danilo,82,"30,000"
Younes Belhanda,82,"13,000"
Youssef En-Nesyri,82,"20,000"
Mehdi Taremi,81,"18,000"
Jonas Hofmann,81,"13,000"
