Juan Roman Riquelme,89,"198,000"
Alan Shearer,87,"149,000"
Paolo Maldini,88,"633,000"
Kaka,89,"588,000"
Javier Zanetti,88,"346,000"
Christian Vieri,86,"135,000"
Juan Roman Riquelme,91,"384,000"
Andriy Shevchenko,91,"458,000"
Jari Litmanen,88,"158,000"
Roberto Baggio,89,"307,000"
George Best,90,"1,015,000"
Rivaldo,90,"434,000"
Jari Litmanen,85,"127,000"
Luis Hernandez,87,"354,000"
Robert Pires,88,"163,000"
Paul Scholes,89,"208,000"
Hugo Sanchez,87,"293,000"
Javier Zanetti,87,"342,000"
David Beckham,87,"815,000"
Pavel Nedved,89,"452,000"
Rui Costa,90,"370,000"
Marco Van Basten,91,"219,000"
Gianluca Zambrotta,86,"525,000"
Michael Laudrup,85,"154,000"
Laurent Blanc,89,"679,000"
Alessandro Nesta,92,"404,000"
Michael Owen,91,"458,000"
Frank Lampard,90,"407,000"
Raul,88,"271,000"
Ruud Van Nistelrooy,86,"135,000"
Kaka,87,"590,000"
Petr Cech,88,"285,000"
Lev Yashin,94,"587,000"
Xavi,88,"463,000"
Roberto Baggio,91,"421,000"
Gheorghe Hagi,85,"206,000"
Fernando Hierro,89,"210,000"
Gary Lineker,89,"280,000"
Dennis Bergkamp,90,"380,000"
Sol Campbell,87,"542,000"
Sol Campbell,89,"651,000"
Ryan Giggs,92,"374,000"
Garrincha,94,"2,109,000"
Bastian Schweinsteiger,91,"1,016,000"
Emilio Butragueno,87,"702,000"
Gianfranco Zola,87,"405,000"
Michael Essien,85,"815,000"
Ronaldinho,89,"1,290,000"
Gheorghe Hagi,91,"403,000"
Alan Shearer,91,"256,000"
David Beckham,92,"815,000"
Raul,86,"155,000"
Hugo Sanchez,89,"398,000"
Luis Figo,92,"1,049,000"
Marcel Desailly,91,"1,262,000"
Puyol,90,"357,000"
John Barnes,86,"226,000"
Eric Cantona,90,"1,530,000"
Jay-Jay Okocha,87,"180,000"
Robert Pires,91,"298,000"
Deco,85,"142,000"
Rivaldo,87,"344,000"
Miroslav Klose,91,"357,000"
Ryan Giggs,89,"153,000"
Samuel Eto'O,90,"1,706,000"
Fernando Torres,85,"364,000"
Garrincha,92,"1,240,000"
Carlos Alberto Torres,87,"833,000"
Carlos Alberto Torres,93,"1,217,000"
Roy Keane,90,"461,000"
Filippo Inzaghi,85,"124,000"
Roy Keane,88,"310,000"
Pep Guardiola,87,"268,000"
Franco Baresi,88,"206,000"
Phillip Lahm,91,"899,000"
Nemanja Vidic,88,"276,000"
Fabio Cannavaro,87,"670,000"
Ian Wright,87,"156,000"
Diego Maradona,91,"1,770,000"
Ronald Koeman,91,"604,000"
Paolo Maldini,92,"1,380,000"
David Trezeguet,91,"258,000"
Bobby Moore,87,"201,000"
Peter Schmeichel,92,"359,000"
Franco Baresi,91,"234,000"
Ian Rush,91,"353,000"
Rio Ferdinand,88,"686,000"
Petr Cech,91,"518,000"
Ferenc Puskas,92,"1,720,000"
Andriy Shevchenko,86,"258,000"
Gennaro Gattuso,85,"331,000"
Ian Wright,85,"199,000"
Michael Essien,87,"597,000"
Bobby Moore,92,"288,000"
Roberto Carlos,86,"499,000"
Luis Figo,90,"617,000"
Ashley Cole,87,"278,000"
Steven Gerrard,86,"352,000"
Juan Roman Riquelme,87,"163,000"
Lothar Matthaus,88,"969,000"
Michael Essien,90,"1,514,000"
Marc Overmars,88,"295,000"
Pep Guardiola,90,"571,000"
Samuel Eto'O,87,"1,478,000"
Rui Costa,85,"153,000"
John Barnes,87,"171,000"
Andriy Shevchenko,88,"167,000"
Alessandro Del Piero,92,"724,000"
Ashley Cole,85,"334,000"
Fabio Cannavaro,89,"375,000"
Bastian Schweinsteiger,87,"361,000"
Hidetoshi Nakata,85,"135,000"
Edwin Van Der Sar,87,"333,000"
Michael Ballack,91,"1,023,000"
Alessandro Nesta,90,"262,000"
Puyol,92,"412,000"
Christian Vieri,88,"144,000"
Gennaro Gattuso,87,"250,000"
Nemanja Vidic,90,"741,000"
Ferenc Puskas,89,"1,584,000"
Thierry Henry,93,"1,895,000"
Michael Ballack,89,"647,000"
Frank Lampard,88,"184,000"
Davor Suker,87,"321,000"
Michael Owen,88,"276,000"
Edwin Van Der Sar,89,"353,000"
Emmanuel Petit,90,"898,000"
Andrea Pirlo,90,"406,000"
Andrea Pirlo,88,"296,000"
Fabio Cannavaro,92,"834,000"
Pavel Nedved,91,"516,000"
Fernando Hierro,91,"384,000"
Eric Cantona,88,"1,423,000"
Michael Laudrup,89,"129,000"
Patrick Kluivert,86,"178,000"
Ronaldo Nazario,90,"2,151,000"
Hristo Stoichkov,87,"432,000"
Xavi,90,"525,000"
Gianfranco Zola,90,"555,000"
Filippo Inzaghi,90,"153,000"
Frank Rijkaard,88,"453,000"
Roy Keane,86,"201,000"
Rui Costa,88,"190,000"
Emmanuel Petit,88,"629,000"
Gary Lineker,87,"168,000"
Roberto Baggio,93,"638,000"
Frank Lampard,86,"217,000"
Kenny Dalglish,87,"905,000"
Ronald Koeman,85,"176,000"
Alessandro Del Piero,90,"623,000"
Miroslav Klose,87,"132,000"
David Trezeguet,89,"164,000"
Miroslav Klose,89,"155,000"
Jay-Jay Okocha,85,"269,000"
Laurent Blanc,85,"923,000"
Rio Ferdinand,90,"1,274,000"
Emmanuel Petit,85,"240,000"
Steven Gerrard,89,"629,000"
Gheorghe Hagi,89,"312,000"
Fernando Torres,88,"738,000"
Henrik Larsson,87,"135,000"
Filippo Inzaghi,87,"131,000"
Deco,90,"298,000"
Fernando Torres,91,"1,562,000"
Hristo Stoichkov,90,"579,000"
Clarence Seedorf,88,"859,000"
Roberto Carlos,88,"636,000"
Clarence Seedorf,85,"611,000"
Marco Van Basten,93,"466,000"
Peter Schmeichel,86,"157,000"
Robert Pires,85,"144,000"
Peter Schmeichel,90,"228,000"
Dennis Bergkamp,87,"199,000"
Davor Suker,90,"501,000"
Didier Drogba,89,"537,000"
Ian Wright,89,"289,000"
Laurent Blanc,91,"812,000"
Hidetoshi Nakata,88,"208,000"
Ruud Van Nistelrooy,90,"169,000"
Rivaldo,92,"550,000"
Gary Lineker,92,"470,000"
Kenny Dalglish,90,"1,075,000"
Ruud Gullit,86,"1,045,000"
Hernan Crespo,90,"692,000"
Luis Hernandez,85,"342,000"
Luis Figo,88,"507,000"
Garrincha,90,"996,000"
Christian Vieri,90,"190,000"
Phillip Lahm,87,"463,000"
Marc Overmars,86,"154,000"
Clarence Seedorf,91,"735,000"
Paul Scholes,91,"380,000"
Dennis Bergkamp,92,"611,000"
Phillip Lahm,89,"1,021,000"
Hugo Sanchez,92,"995,000"
Marc Overmars,90,"444,000"
Michael Ballack,86,"371,000"
Marcel Desailly,87,"892,000"
