Juan Cuadrado,84,163000
Hugo Mallo,82,31000
Michael Keane,82,21000
James Tavernier,84,39000
Vladimir Coufal,82,35000
Deian Sorescu,78,12000
Joakim Maehle,81,14000
Marcel Halstenberg,84,35000
Jeppe Tverskov,77,13000
Kieran Trippier,85,44000
Ismael Traore,81,14000
James Tavernier,81,23000
Dedryck Boyata,81,19000
Ibrahima Konate,82,23000
Martin Hinteregger,83,29000
Jose Fonte,82,32000
Raphael Guerreiro,86,43000
Marius Willsch,75,14000
Hamari Traore,82,21000
Thiago Silva,86,54000
Jules Kounde,82,60000
Pablo,82,12000
Ruben Aguilar,82,19000
Jason Denayer,82,21000
Jan Bednarek,81,22000
Alessandro Florenzi,84,35000
Damien Da Silva,81,13000
Jose Luis Palomino,81,17000
Joffrey Cuffaut,76,11000
Lucas Digne,86,61000
Mats Hummels,87,59000
Mattias Bjarsmyr,77,11000
Gabriel,82,29000
Denzel Dumfries,82,30000
Connor Goldson,79,18000
Ricardo Esgaio,82,29000
Angelo Ogbonna,81,22000
Benjamin Mendy,84,59000
Arbilla,81,29000
Marcelo,81,23000
Sergi Roberto,85,42000
Matthias Ginter,84,36000
Berat Djimsiti,81,20000
Jordan Amavi,82,20000
Felix Uduokhai,81,21000
Alessio Romagnoli,85,53000
Mario Rui,82,31000
Thomas Delaney,84,30000
Ben Chilwell,84,41000
Chris Smalling,82,23000
Lucas Torreira,85,66000
Alexandr Golovin,83,18000
Alex Telles,84,55000
Alessandro Florenzi,84,23000
Nelson Semedo,83,57000
Nathan Ake,79,21000
Grimaldo,87,44000
Bruno Peres,84,169000
Denzel Dumfries,83,45000
Hassane Kamara,83,34000
Ike Opara,82,51000
Trent Alexander-Arnold,88,144000
Francesco Acerbi,85,19000
Nico Elvedi,82,12000
Jonathan Levi,76,13000
Akihiro Ienaga,79,13000
Serge Gnabry,86,48000
Pierre Lees-Melou,82,23000
Philip Zinckernagel,79,13000
Cristian Tello,82,24000
Lucas Paqueta,81,23000
Christian Eriksen,86,40000
Raphael Holzhauser,78,13000
Iniesta,84,30000
Achraf Hakimi,85,41000
Toni Kroos,89,70000
Jonathan Bamba,82,28000
Florian Neuhaus,82,22000
Petros Mantalos,81,11000
Kamil Grosicki,80,31000
Thomas Partey,86,76000
Otavio,83,35000
Luis Alberto,86,47000
Thomas Muller,87,48000
Lukasz Tralka,76,17000
Matheus Cunha,82,21000
Kota Mizunuma,77,12000
Jack Grealish,83,25000
Hakim Ziyech,86,44000
Antony,82,22000
Parejo,86,51000
Emanuel Reynoso,80,13000
Paulinho,85,33000
Enis Bardhi,82,28000
Julian Baumgartlinger,81,14000
Rai Vloet,75,12000
Martin Odegaard,85,47000
Alejandro Gomez,87,83000
Andre Ayew,81,13000
Domenico Berardi,83,29000
Ellyes Skhiri,81,17000
Dimitri Petratos,77,13000
Lorenzo Insigne,86,59000
Andre Carrillo,82,24000
Sergej Milinkovic-Savic,87,56000
Raphinha,84,86000
Dani Olmo,84,36000
Pierre-Emile Hojbjerg,83,34000
Tobias Kempe,78,22000
Nikola Vlasic,83,25000
Rodrigo Javier De Paul,81,21000
Diadie Samassekou,81,17000
Kenta Nishizawa,75,13000
Marcus Harness,75,13000
Arturo Vidal,85,35000
Fabian,84,36000
Diego Perotti,82,23000
Rafinha,82,23000
Karl Toko-Ekambi,82,21000
David Silva,87,57000
Jonathan Bamba,84,68000
Pedro Goncalves,81,23000
Fernando,85,55000
Davy Klaassen,81,13000
Marco Mancosu,79,11000
Hirving Lozano,83,44000
Dani Olmo,82,22000
Alexander Ring,80,19000
Riyad Mahrez,86,82000
Yaw Yeboah,76,13000
Magnus Wolff Eikrem,81,14000
Carlos Soler,82,32000
James Rodriguez,84,36000
Ansu Fati,81,21000
Jarrod Bowen,81,24000
Theo Bongonda,80,12000
Joaquin,83,46000
Maximilian Arnold,82,20000
Yannick Carrasco,84,36000
Antoine Griezmann,88,115000
Carlos Soler,84,33000
Oscar Plano,81,22000
Jesus Corona,86,51000
Joao Pedro,82,28000
James Ward-Prowse,82,30000
Mohamed Elyounoussi,81,13000
Davidson,81,17000
Mislav Orsic,81,13000
Oyarzabal,86,59000
Mohammed Kudus,81,13000
Nani,84,30000
Ricardo Rodriguez,83,18000
Salif Sane,83,19000
Dominik Szoboszlai,81,17000
Juraj Kucka,81,20000
Lucas Zelarayan,81,13000
Thomas Partey,86,77000
Achraf Hakimi,86,40000
Hakim Ziyech,86,52000
Arturo Vidal,85,39000
Gareth Bale,83,46000
Ferran Torres,81,30000
Donny Van De Beek,83,30000
Allan,83,33000
Thiago,85,53000
Arthur,84,13000
Martin Odegaard,85,28000
David Silva,89,110000
Carlos Vela,87,79000
Cesc Fabregas,87,67000
Oscar,86,67000
Julian Draxler,85,55000
Ivan Perisic,84,30000
Morgan Sanson,82,16000
Moussa Diaby,86,135000
Taison,84,38000
Takefusa Kubo,84,21000
Lucas Ocampos,85,81000
Manuel Lazzari,84,23000
Benjamin Andre,83,30000
Daniel Podence,83,58000
Hakan Calhanoglu,83,43000
Nicolas Pepe,84,52000
Sekou Gassama,76,13000
Memphis Depay,86,80000
Omar Al Soma,81,18000
Leonardo Mancuso,78,11000
Francesco Caputo,82,24000
Yusuf Yazici,81,13000
Romelu Lukaku,86,46000
Angel,82,30000
Dario Benedetto,82,17000
Henrikh Mkhitaryan,83,36000
Mario Gavranovic,76,13000
Boulaye Dia,79,13000
Mickael Le Bihan,78,11000
Olivier Giroud,82,24000
Stanislav Iljutcenko,78,17000
Emil Forsberg,82,21000
Joao Felix,84,86000
Adrian Mierzejewski,81,17000
Gylfi Sigurdsson,82,25000
Sascha Molders,75,13000
Niclas Fullkrug,81,18000
Ludovic Ajorque,81,18000
Felipe Mora,79,13000
Youssef El Arabi,84,23000
Mbaye Diagne,80,12000
Zlatan Ibrahimovic,85,42000
Callum Wilson,82,22000
Wout Weghorst,84,46000
Lucas Alario,81,17000
Jean-Philippe Mateta,81,17000
Ollie Watkins,81,17000
Victor Osimhen,82,18000
Iago Aspas,86,46000
Michy Batshuayi,82,28000
Shon Weissman,81,13000
Danny Ings,83,30000
Adam Taggart,78,20000
Valentin Castellanos,75,11000
Erling Haaland,87,99000
Andy Delort,82,17000
Ollie Watkins,84,64000
Andrei Cristea,75,17000
Max Kruse,84,35000
Sergio Santos,76,13000
Henrikh Mkhitaryan,85,34000
Kevin Volland,84,35000
Karim Benzema,90,75000
Shun Nagasawa,76,13000
Roman Yaremchuk,81,12000
Jean-Pierre Nsame,82,17000
Youssef El Arabi,82,17000
Gervinho,82,20000
Sergej Milinkovic-Savic,86,39000
Jonson Clarke-Harris,76,11000
Lautaro Martinez,86,85000
Ibrahima Niane,78,17000
Luis Suarez,88,57000
Patrick Bamford,78,13000
Erling Haaland,86,73000
Jakov Puljic,75,11000
Andrea Belotti,83,38000
Camilo,79,20000
Harry Kane,89,87000
Krzysztof Piatek,82,17000
Alhaji Kamara,75,11000
Alex Teixeira,82,46000
Goran Pandev,79,18000
Emmanuel Gigliotti,79,14000
Lassina Traore,76,14000
Luis Suarez,89,81000
Victor Osimhen,82,13000
Rodrigo,82,43000
Jonathan David,77,13000
Falcao,87,66000
Mauro Icardi,87,37000
Luis Muriel,84,66000
Dusan Tadic,85,17000
Morata,84,19000
Diogo Jota,83,64000
Yusuf Yazici,84,13000
Ante Rebic,84,121000
Joao Cancelo,86,226000
Lorenzo Insigne,87,140000
Julian Brandt,87,115000
Mateusz Szwoch,75,13000
Per Egil Flo,76,13000
Pascal Testroet,77,11000
Fedor Chalov,80,12000
Constantin Budescu,81,12000
Andre Silva,82,17000
Teun Koopmeiners,82,17000
Domagoj Vida,82,13000
Yerry Mina,82,22000
Scott Mctominay,82,25000
Lars Stindl,83,29000
Presnel Kimpembe,84,90000
Gerard Moreno,85,46000
Josip Ilicic,86,45000
Morata,86,44000
Jordan Henderson,87,95000
Luis Suarez,89,67000
Karim Benzema,91,83000
Robert Lewandowski,92,123000
Martin Hinteregger,86,35000
Jordan Amavi,84,18000
Henrikh Mkhitaryan,87,61000
Oyarzabal,87,43000
Marco Verratti,88,107000
Thorgan Hazard,86,162000
Alejandro Gomez,88,164000
Erling Haaland,88,166000
Diego Carlos,85,147000
Theo Hernandez,85,203000
Theo Hernandez,83,113000
Dayot Upamecano,82,71000
Raheem Sterling,89,181000
Giorgio Chiellini,89,253000
Robin Gosens,85,125000
Alex Moreno,84,51000
Joao Cancelo,85,82000
Lautaro Martinez,87,144000
Casemiro,90,116000
Yannick Carrasco,86,140000
Clement Lenglet,86,133000
Jason Denayer,84,36000
Omar Al Soma,84,18000
Armando Izzo,82,17000
Ruben Garcia,82,23000
Hakan Calhanoglu,82,17000
Romain Saiss,82,24000
Luis Muriel,82,21000
Martin Caceres,81,17000
Bukayo Saka,81,25000
Odsonne Edouard,81,13000
Bryan Linssen,80,13000
Lorenzo Melgarejo,79,12000
Sergi Canos,78,12000
Wilfried Zaha,86,142000
Wilfried Zaha,85,99000
Juan Cuadrado,84,213000
Patrick Van Aanholt,83,170000
Romelu Lukaku,87,162000
Marcos Llorente,84,121000
Danny Ings,85,34000
Karl Toko-Ekambi,84,34000
Rafinha,84,33000
Hirving Lozano,86,167000
Hirving Lozano,85,84000
Joshua Kimmich,89,108000
Joshua Kimmich,90,203000
Iago Aspas,87,51000
Romelu Lukaku,87,66000
Duvan Zapata,85,30000
Tomas Soucek,84,23000
Piotr Zielinski,83,21000
Lucas Vazquez,83,21000
Morales,82,21000
Kieran Tierney,82,77000
Manuel Akanji,82,29000
Baptiste Santamaria,82,17000
Sergio Oliveira,82,17000
Ben Mee,82,21000
Tim Leibold,81,13000
Amin Younes,81,17000
Caio,79,11000
Carlos Strandberg,78,11000
Josh Ruffels,76,13000
Jamie Vardy,88,231000
Jamie Vardy,87,153000
Jadon Sancho,88,304000
Portu,86,184000
Ihlas Bebou,83,155000
Manuel Akanji,84,190000
Alex Teixeira,83,65000
Jose Maria Gimenez,86,144000
Federico Valverde,85,148000
Timo Werner,86,167000
Leroy Sane,85,116000
Sergio Ramos,90,150000
Roberto Firmino,88,149000
Fabinho,88,208000
Karim Benzema,93,176000
Antoine Griezmann,89,176000
Parejo,87,49000
Memphis Depay,87,143000
Achraf Hakimi,86,43000
Marco Reus,86,108000
Kevin Volland,86,37000
Martin Hinteregger,85,33000
Gaya,85,36000
Eran Zahavi,84,18000
Danilo,82,30000
Younes Belhanda,82,13000
Youssef En-Nesyri,82,20000
Mehdi Taremi,81,18000
Jonas Hofmann,81,13000
Amine Harit,81,13000
Romain Thomas,81,13000
Cyle Larin,79,11000
Ryan Kent,79,14000
Paul Ebere Onuachu,79,13000
Georgios Giakoumakis,75,11000
Jann George,76,11000
Smail Prevljak,78,11000
Andrei Girotto,81,11000
Donyell Malen,82,13000
Domenico Criscito,82,14000
Tanguy Ndombele,83,32000
Nicolo Barella,83,21000
Luka Jovic,83,18000
John Stones,83,36000
Youri Tielemans,84,22000
Ludovic Ajorque,84,18000
Teun Koopmeiners,84,20000
Angelo Ogbonna,84,22000
Wissam Ben Yedder,86,152000
Lorenzo Insigne,87,85000
Thomas Muller,88,55000
Hamidou Keyta,75,11000
Philipp Hosiner,76,11000
Reza Ghoochannejhad,76,10000
Halil Akbunar,76,11000
Borna Barisic,79,12000
Bernard Mensah,81,11000
Myron Boadu,81,12000
Mattia Zaccagni,81,11000
Youcef Atal,82,17000
Lorenzo Pellegrini,82,13000
Cristian Romero,82,18000
Canales,84,24000
Andrej Kramaric,84,19000
Marcelo,84,21000
Nico Elvedi,84,21000
Filip Kostic,85,29000
James Maddison,86,67000
Frenkie De Jong,86,163000
Bernardo Silva,88,91000
Karim Benzema,92,91000
Christian Eriksen,87,46000
Phil Foden,82,17000
Tammy Abraham,82,14000
Federico Chiesa,82,28000
Jay Rodriguez,81,13000
Mason Greenwood,81,28000
Nahki Wells,79,13000
Jesus Navas,88,112000
Nabil Fekir,88,235000
Marquinhos,89,135000
Ciro Immobile,91,219000
